neuron,smp-2,nrx-1,plx-1,unc-6,unc-129,syg-1,efn-3,cdh-3,cdh-4,syg-2,mig-1,vab-2,nlg-1,rig-3,cfz-2,syd-2,efn-4,slt-1,sax-3,mom-5,egl-20,sax-7,smp-1,nid-1,mig-5,lin-44,vab-1,unc-40,hmr-1,lin-17,efn-2,rig-6,unc-5,plx-2,flp-11,flp-1,hil-7,T05A8.3,flp-19,mps-2,flp-8,mec-7,flp-27,msa-1,C33A12.4,acbp-6,pdf-1,his-24,R102.2,C02B4.4,ntc-1,ceh-5,crf-1,far-1,nlp-12,snet-1,tsp-7,flp-9,asp-4,W04A8.4,Y44A6D.2,mec-12,F09E10.7,F36H1.11,cnd-1,T22F3.12,hil-2,C27A2.8,ins-18,guk-1,F59F3.6,K10C2.12,lbp-1,F13E9.11,flp-12,Y7A9D.1,nlp-57,mec-3,nlp-15,H23L24.1,flp-32,nlp-40,his-41,T05G5.5,flp-15,R08B4.5,flp-28,K02F2.5,unc-42,ace-3,R11D1.12,T07C12.15,hlh-13,F58B4.3,clec-266,rgs-3,nlp-21,R02E12.4,ndk-1,madd-4,C09G5.13,unc-30,glb-34,lim-7,D2096.9,zig-8,ttr-50,mab-20,ZK742.7,sbt-1,flp-34,hil-3,ins-22,Y110A2AL.4,nlp-50,ast-1,act-4,flp-5,C06A8.3,T02E9.5,arl-3,ugt-50,E04D5.5,W02C12.2,flp-24,ZK112.5,nhr-67,eri-6,F42C5.6,F46H5.3,glb-17,pat-10,K08C7.4,tdc-1,mks-2,ncam-1,M04B2.6,C09G1.5,Y23H5B.1,W07A12.8,lntl-1,his-37,hot-5,glr-1,unc-86,aqp-2,pnc-2,Y6B3B.7,nduo-6,daf-21,pgal-1,osm-10,ant-1.1,pps-1,ugt-56,C25G6.1,agr-1,F42G8.19,ceh-9,ssu-1,sptf-1,nlp-37,odr-4,C10C6.7,unc-25,C35E7.11,flp-2,nlp-6,syd-9,chdp-1,C54C6.6,pde-1,C08G9.1,R03H10.1,cab-1,cpi-2,R04B3.2,hsp-16.41,C39B10.7,F41C3.5,E02A10.3,C25D7.15,gcy-33,nlp-3,acs-9,tab-1,F09C12.6,ctc-3,ceh-63,nlp-18,T26C5.5,clc-3,igcm-4,ctc-2,Y41C4A.6,ins-6,F28E10.1,dma-1,pdi-2,tbx-2,sol-1,F14F9.5,dyf-6,F49C12.10,tba-6,glb-18,lag-1,F28A12.3,hmg-1.1,ifta-2,lgc-47,hot-1,pqn-52,capa-1,F58E2.5,T06G6.3,T02C12.5,mksr-2,Y71H2B.1,dct-14,twk-49,M153.4,C30F2.2,unc-39,hlh-15,slc-17.1,nlp-38,flp-22,F34D10.6,F43C9.2,F09E5.16,swt-3,ceh-31,pghm-1
ADAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADEL,-0.35832995,-0.6377594,-0.5863807,-0.07184876,-0.29328912,0.46807185,0.0,-0.8491572,-0.7352788,-0.7552934,-0.8607938,-0.5457942,-0.07494744,-0.50751746,-0.39166856,0.093115166,0.16953789,-0.26408654,1.8633895,1.2375729,-0.15184641,0.46873313,0.423085,0.46505576,-0.108627275,-0.29439822,-0.7649598,1.042206,1.2815378,-0.6999541,0.8352648,-0.32483354,0.17539972,-0.01139026,-0.08969622,-0.13543849,0.52396965,0.16604637,-0.13583274,-0.22261232,-0.13471934,-0.18019612,-0.33398196,2.321753,0.032427665,-0.1035158,-0.045136206,2.4396083,-0.34089702,-0.14254181,-0.14736962,-0.15712881,-0.13706648,-0.4565098,-0.10622876,-0.20278443,-0.3601632,-0.15468994,-0.15544501,-0.16830297,-0.44902295,-0.4227946,1.5879085,-0.3293872,-0.111457065,-0.10285871,1.0048254,0.9061195,-0.15040447,-0.22972736,3.9636626,-0.105260745,0.7194954,-0.28980505,-0.17162165,0.33832446,-0.27262098,-0.18197845,-0.2618441,-0.17845973,-0.18028031,-0.17969438,-0.42050508,-0.42717317,-0.13361521,-0.13816561,-0.13690129,-0.15723696,-0.549074,-0.097709134,-0.2869903,-0.1939915,0.5020141,-0.30797932,-0.21578561,-0.42152947,-0.38124657,-0.19446401,-0.07036995,-0.38033074,-0.16090772,-0.25302258,-0.1288605,-0.265537,-0.19361831,0.75998944,2.2855053,-0.28697374,1.819287,0.5980442,-0.2052015,2.5289383,-0.13736127,-0.13916577,-0.29024357,2.5154157,-0.83140355,3.6094873,-0.09272616,0.012455601,0.31446406,0.05522775,-0.28574386,-0.4740759,-0.07363714,-0.091602236,-0.24204487,-0.21999276,-0.11552945,-0.45315093,-0.16334516,-0.33654034,-0.2069614,-0.16113873,0.7708369,-0.32298398,-0.1532346,-0.16589922,-0.3744831,-0.2834826,1.2480744,-1.0701054,-0.4022857,-0.30702847,1.7631428,-0.29848778,-0.22517133,-0.31185797,1.8066132,0.12619944,-0.26351932,-0.13835765,0.8448788,-0.13974895,-0.1413686,-0.23478852,-0.36145747,0.56188655,-0.19979209,-0.12944376,-0.25413054,-0.1343601,-0.37211764,-0.09473648,-0.28899387,0.55988574,-0.1394344,-0.15791109,0.58533925,-0.19227551,0.07388001,-0.3282087,-0.22837423,-0.0939753,0.91527027,-0.17481263,-0.14125611,-1.0039262,-0.14196976,-0.14998902,-0.23592822,-0.2226785,-0.16119815,-0.28932342,-0.09171743,-0.29692727,-0.104902744,0.3228788,-0.10136145,-0.18033062,-0.121062614,-0.1949115,0.48791364,1.91626,-0.13977395,-0.15972914,-0.68122506,1.5512844,-0.22527033,3.981088,-0.5680008,-0.18084498,3.6861486,-0.09827855,-0.30422124,-0.48227453,-0.31132117,-0.22683759,2.0080316,0.49980065,-0.4296265,-0.2974128,-0.10572313,-0.14401945,-0.17649053,-0.38137898,-0.39668053,1.2320309,-0.10819188,-0.2047146,-0.32354373,-0.78307754,-0.15152095,0.019746775,-0.17967562,0.1362757,-0.1513935,-0.19841684,-0.33795354,-0.34241444,-0.2358877,-0.09320213,-0.18254045,0.8556336
ADER,-0.35832995,-0.6377594,-0.5863807,-0.07184876,-0.29328912,0.46807185,0.0,-0.8491572,-0.7352788,-0.7552934,-0.8607938,-0.5457942,-0.07494744,-0.50751746,-0.39166856,0.093115166,0.16953789,-0.26408654,1.8633895,1.2375729,-0.15184641,0.46873313,0.423085,0.46505576,-0.108627275,-0.29439822,-0.7649598,1.042206,1.2815378,-0.6999541,0.8352648,-0.32483354,0.17539972,-0.01139026,-0.08969622,-0.13543849,0.52396965,0.16604637,-0.13583274,-0.22261232,-0.13471934,-0.18019612,-0.33398196,2.321753,0.032427665,-0.1035158,-0.045136206,2.4396083,-0.34089702,-0.14254181,-0.14736962,-0.15712881,-0.13706648,-0.4565098,-0.10622876,-0.20278443,-0.3601632,-0.15468994,-0.15544501,-0.16830297,-0.44902295,-0.4227946,1.5879085,-0.3293872,-0.111457065,-0.10285871,1.0048254,0.9061195,-0.15040447,-0.22972736,3.9636626,-0.105260745,0.7194954,-0.28980505,-0.17162165,0.33832446,-0.27262098,-0.18197845,-0.2618441,-0.17845973,-0.18028031,-0.17969438,-0.42050508,-0.42717317,-0.13361521,-0.13816561,-0.13690129,-0.15723696,-0.549074,-0.097709134,-0.2869903,-0.1939915,0.5020141,-0.30797932,-0.21578561,-0.42152947,-0.38124657,-0.19446401,-0.07036995,-0.38033074,-0.16090772,-0.25302258,-0.1288605,-0.265537,-0.19361831,0.75998944,2.2855053,-0.28697374,1.819287,0.5980442,-0.2052015,2.5289383,-0.13736127,-0.13916577,-0.29024357,2.5154157,-0.83140355,3.6094873,-0.09272616,0.012455601,0.31446406,0.05522775,-0.28574386,-0.4740759,-0.07363714,-0.091602236,-0.24204487,-0.21999276,-0.11552945,-0.45315093,-0.16334516,-0.33654034,-0.2069614,-0.16113873,0.7708369,-0.32298398,-0.1532346,-0.16589922,-0.3744831,-0.2834826,1.2480744,-1.0701054,-0.4022857,-0.30702847,1.7631428,-0.29848778,-0.22517133,-0.31185797,1.8066132,0.12619944,-0.26351932,-0.13835765,0.8448788,-0.13974895,-0.1413686,-0.23478852,-0.36145747,0.56188655,-0.19979209,-0.12944376,-0.25413054,-0.1343601,-0.37211764,-0.09473648,-0.28899387,0.55988574,-0.1394344,-0.15791109,0.58533925,-0.19227551,0.07388001,-0.3282087,-0.22837423,-0.0939753,0.91527027,-0.17481263,-0.14125611,-1.0039262,-0.14196976,-0.14998902,-0.23592822,-0.2226785,-0.16119815,-0.28932342,-0.09171743,-0.29692727,-0.104902744,0.3228788,-0.10136145,-0.18033062,-0.121062614,-0.1949115,0.48791364,1.91626,-0.13977395,-0.15972914,-0.68122506,1.5512844,-0.22527033,3.981088,-0.5680008,-0.18084498,3.6861486,-0.09827855,-0.30422124,-0.48227453,-0.31132117,-0.22683759,2.0080316,0.49980065,-0.4296265,-0.2974128,-0.10572313,-0.14401945,-0.17649053,-0.38137898,-0.39668053,1.2320309,-0.10819188,-0.2047146,-0.32354373,-0.78307754,-0.15152095,0.019746775,-0.17967562,0.1362757,-0.1513935,-0.19841684,-0.33795354,-0.34241444,-0.2358877,-0.09320213,-0.18254045,0.8556336
ADFL,-0.35832995,-0.46442366,-0.5863807,-0.3876786,-0.45785543,1.9280622,0.0,1.1176038,0.060877968,-0.4085061,-0.8607938,0.6877479,-0.36898717,2.42675,-0.21850958,-0.77428037,-0.4216868,-0.26408654,-0.28394753,-0.90778196,-0.15184641,-0.012119671,-0.2819938,0.36997998,-0.012969062,-0.29439822,-0.7287211,-0.4362907,-0.78207624,-0.6999541,-0.56930727,-0.070854865,-0.58119756,-0.820083,-0.091266364,-0.13590908,-0.8369634,-0.20284793,0.18351644,-0.5072259,-0.13471934,-0.19108576,-0.32514334,-0.31430194,1.8193986,-0.1035158,-0.36177242,0.4241122,1.4165387,-0.13480796,-0.028114764,-0.15592693,-0.1327347,-0.64964396,-0.11816035,-0.20278443,-0.3486465,-0.004637089,-0.29507917,-0.37626794,0.20975703,-0.5848732,-0.26026434,-0.41445988,-0.16325517,-0.09253507,0.8673212,3.3527515,0.76510435,-0.15990339,-0.2528605,-0.105260745,1.0572364,-0.7104994,-0.17162165,-1.0291324,-0.2636427,-0.18197845,-0.29473403,-0.17845973,-0.14071877,-0.17969438,-0.96233743,2.1087012,-0.11956139,-0.10809675,-0.13690129,-0.21337394,-0.5759573,-0.22671841,-0.055796284,-0.1939915,-0.29898974,3.5019124,0.36994404,1.7972453,-0.38124657,-0.17736419,0.26118404,-0.5192266,-0.16090772,-0.20999503,-0.11670748,-0.16733134,-0.1323262,-0.4740957,1.4969279,-0.5720269,-0.20635845,0.38547587,6.127798,-0.0057032206,-0.13736127,-0.42013398,-0.16599004,-0.5072213,-0.30779356,-0.396104,0.5001029,-0.6395311,1.3336496,-0.8303722,-0.31298283,-0.29305184,1.1075107,-0.091602236,-0.0811031,-0.17340584,-0.11552945,1.0034627,-0.14444093,2.994319,0.42419896,-0.16113873,2.1956248,-0.31820163,-0.1532346,-0.1451429,-0.37091523,-0.2834826,1.8126097,-0.66071045,-0.28520426,-0.42874974,-0.3999109,-0.094225176,-0.22517133,-0.2658874,-0.7990691,1.5216981,-0.08418825,-0.13835765,0.30582765,-0.15440103,-0.1413686,-0.23478852,-0.36055064,2.0455937,-0.13182244,-0.12944376,-0.17319556,-0.11510695,3.5014794,-0.09473648,-0.28899387,2.372329,-0.1394344,-0.15791109,-0.36289513,-0.8014715,1.2606783,-0.3083704,2.0704944,-0.031590357,-0.2127136,-0.82174283,-0.015558177,0.14786644,-0.05976644,-0.22405037,1.8994783,-0.23233902,-0.17780344,6.383725,-0.061882827,0.18941545,-0.104902744,-0.97225386,-0.10136145,-0.18033062,-0.089829795,0.014187183,-0.4537341,-1.6631479,-0.13977395,-0.15972914,-0.76979095,-0.53408957,2.2652059,-0.25181955,-0.5052961,-0.18084498,0.65262604,-0.09827855,-0.30422124,-0.091702,1.6665138,-0.22683759,-0.4187195,3.671778,-0.5796133,-0.24977376,-0.10572313,-0.14401945,-0.17649053,0.9382204,-0.39668053,1.8730105,-0.07360478,-0.031619787,-0.28112558,1.8321036,-0.15152095,-0.20282708,-0.17967562,-0.06541031,-0.1513935,-0.1633664,-0.20934835,-0.40205124,-0.2358877,-0.09320213,-0.26046586,0.02488764
ADFR,-0.35832995,-0.46442366,-0.5863807,-0.3876786,-0.45785543,1.9280622,0.0,1.1176038,0.060877968,-0.4085061,-0.8607938,0.6877479,-0.36898717,2.42675,-0.21850958,-0.77428037,-0.4216868,-0.26408654,-0.28394753,-0.90778196,-0.15184641,-0.012119671,-0.2819938,0.36997998,-0.012969062,-0.29439822,-0.7287211,-0.4362907,-0.78207624,-0.6999541,-0.56930727,-0.070854865,-0.58119756,-0.820083,-0.091266364,-0.13590908,-0.8369634,-0.20284793,0.18351644,-0.5072259,-0.13471934,-0.19108576,-0.32514334,-0.31430194,1.8193986,-0.1035158,-0.36177242,0.4241122,1.4165387,-0.13480796,-0.028114764,-0.15592693,-0.1327347,-0.64964396,-0.11816035,-0.20278443,-0.3486465,-0.004637089,-0.29507917,-0.37626794,0.20975703,-0.5848732,-0.26026434,-0.41445988,-0.16325517,-0.09253507,0.8673212,3.3527515,0.76510435,-0.15990339,-0.2528605,-0.105260745,1.0572364,-0.7104994,-0.17162165,-1.0291324,-0.2636427,-0.18197845,-0.29473403,-0.17845973,-0.14071877,-0.17969438,-0.96233743,2.1087012,-0.11956139,-0.10809675,-0.13690129,-0.21337394,-0.5759573,-0.22671841,-0.055796284,-0.1939915,-0.29898974,3.5019124,0.36994404,1.7972453,-0.38124657,-0.17736419,0.26118404,-0.5192266,-0.16090772,-0.20999503,-0.11670748,-0.16733134,-0.1323262,-0.4740957,1.4969279,-0.5720269,-0.20635845,0.38547587,6.127798,-0.0057032206,-0.13736127,-0.42013398,-0.16599004,-0.5072213,-0.30779356,-0.396104,0.5001029,-0.6395311,1.3336496,-0.8303722,-0.31298283,-0.29305184,1.1075107,-0.091602236,-0.0811031,-0.17340584,-0.11552945,1.0034627,-0.14444093,2.994319,0.42419896,-0.16113873,2.1956248,-0.31820163,-0.1532346,-0.1451429,-0.37091523,-0.2834826,1.8126097,-0.66071045,-0.28520426,-0.42874974,-0.3999109,-0.094225176,-0.22517133,-0.2658874,-0.7990691,1.5216981,-0.08418825,-0.13835765,0.30582765,-0.15440103,-0.1413686,-0.23478852,-0.36055064,2.0455937,-0.13182244,-0.12944376,-0.17319556,-0.11510695,3.5014794,-0.09473648,-0.28899387,2.372329,-0.1394344,-0.15791109,-0.36289513,-0.8014715,1.2606783,-0.3083704,2.0704944,-0.031590357,-0.2127136,-0.82174283,-0.015558177,0.14786644,-0.05976644,-0.22405037,1.8994783,-0.23233902,-0.17780344,6.383725,-0.061882827,0.18941545,-0.104902744,-0.97225386,-0.10136145,-0.18033062,-0.089829795,0.014187183,-0.4537341,-1.6631479,-0.13977395,-0.15972914,-0.76979095,-0.53408957,2.2652059,-0.25181955,-0.5052961,-0.18084498,0.65262604,-0.09827855,-0.30422124,-0.091702,1.6665138,-0.22683759,-0.4187195,3.671778,-0.5796133,-0.24977376,-0.10572313,-0.14401945,-0.17649053,0.9382204,-0.39668053,1.8730105,-0.07360478,-0.031619787,-0.28112558,1.8321036,-0.15152095,-0.20282708,-0.17967562,-0.06541031,-0.1513935,-0.1633664,-0.20934835,-0.40205124,-0.2358877,-0.09320213,-0.26046586,0.02488764
ADLL,1.0645522,-0.5365814,-0.5863807,-0.23162147,-0.341691,-0.84496486,0.0,0.3945299,-0.8209727,-0.74390167,-0.46657425,0.15623643,-0.36898717,-0.65128446,-0.32428536,-0.06940338,0.0006966998,-0.14338782,-0.5167055,-0.15059787,-0.15184641,-0.25585544,-0.63376516,-0.5770489,-0.7861127,-0.098860666,-0.8566227,-0.5260666,-0.8004889,-0.36185843,-0.6535029,-0.68383116,-0.6263047,-0.53738034,-0.091266364,-0.13679887,-1.313619,-0.19109704,-0.1316588,-0.5214407,-0.1314748,-0.1970127,-0.22394149,-0.29937744,1.4292333,-0.09905595,-0.3544841,-0.86418074,1.363829,-0.13642867,-0.10966404,-0.15287273,-0.13021845,-0.5357286,-0.113949195,4.840549,-0.3480713,-0.3452986,-0.34429845,-0.3458259,0.4950448,-0.6141971,-0.2586088,-0.421361,-0.14843816,-0.10285871,-1.1614711,-0.22584778,-0.14278704,-0.13377857,-0.24648254,-0.10149344,-0.63985556,-0.77467436,-0.1688228,-0.9664417,-0.2641048,-0.18197845,-0.29183197,-0.17243433,-0.14275505,-0.16757472,-0.17891178,3.0121965,-0.12028474,-0.13816561,-0.12374772,0.7890087,-0.53648156,-0.18118572,-0.2670545,-0.13669781,-0.29225862,1.9174626,-0.2819066,0.9663785,-0.1818589,-0.13499182,1.0100352,-0.5239466,-0.1570837,-0.23488352,-0.1288605,-0.23966174,-0.14323258,-0.31146678,-0.37092605,-0.6364299,-0.40401107,1.6229856,5.0448785,-0.6271308,-0.032910645,-0.36061075,-0.2465924,-0.48741436,-0.96835506,-0.3982844,-0.31551036,-0.9616404,1.6101884,-0.7024571,0.35998017,-0.4433454,-0.14084749,-0.091602236,-0.21518117,7.797867,-0.108695894,-0.7744625,-0.16334516,-0.160879,0.06743095,-0.16113873,1.6439552,-0.44394922,-0.1481,-0.14621122,-0.38350773,-0.2834826,-0.8878943,0.070986025,-0.3811323,-0.45657176,-0.27791497,-0.25451618,-0.13323087,-0.30822426,0.04230834,0.94502,0.68583417,-0.12686367,2.6541123,-0.09098424,-0.0762234,-0.2102157,-0.39815733,2.1938412,-0.19979209,-0.12944376,-0.26426506,-0.1343601,2.9825044,-0.09473648,-0.2756463,2.1425982,-0.1394344,-0.122837864,-0.4895534,-0.7434553,1.1483675,-0.3219363,-0.6232662,-0.13565758,-0.084681205,0.24634749,-0.18924734,0.5851785,-0.03800674,-0.1783066,3.1713164,-0.23682535,-0.1921467,-0.16326256,-0.072851434,-0.19664241,-0.104902744,-0.6226718,-0.053255875,-0.18033062,0.52081776,0.2520765,-0.29549482,-0.33229804,-0.068888985,0.18119937,-0.62522,-0.30871192,-0.6360523,-0.3653357,-0.49530634,-0.17356902,0.37706524,-0.09827855,-0.2636307,-0.5264709,-0.30309296,-0.22250374,-1.7503535,1.6768686,-0.5266768,-0.28988162,-0.052701496,0.0065673986,-0.17649053,0.9110816,-0.39668053,1.4079489,-0.10819188,-0.18907788,-0.29672047,0.31940114,0.23267563,-0.34272042,-0.17967562,0.16883875,-0.14328969,-0.19841684,-0.2403649,-0.22314088,-0.2358877,-0.09320213,-0.2524811,2.8818848
ADLR,1.0645522,-0.5365814,-0.5863807,-0.23162147,-0.341691,-0.84496486,0.0,0.3945299,-0.8209727,-0.74390167,-0.46657425,0.15623643,-0.36898717,-0.65128446,-0.32428536,-0.06940338,0.0006966998,-0.14338782,-0.5167055,-0.15059787,-0.15184641,-0.25585544,-0.63376516,-0.5770489,-0.7861127,-0.098860666,-0.8566227,-0.5260666,-0.8004889,-0.36185843,-0.6535029,-0.68383116,-0.6263047,-0.53738034,-0.091266364,-0.13679887,-1.313619,-0.19109704,-0.1316588,-0.5214407,-0.1314748,-0.1970127,-0.22394149,-0.29937744,1.4292333,-0.09905595,-0.3544841,-0.86418074,1.363829,-0.13642867,-0.10966404,-0.15287273,-0.13021845,-0.5357286,-0.113949195,4.840549,-0.3480713,-0.3452986,-0.34429845,-0.3458259,0.4950448,-0.6141971,-0.2586088,-0.421361,-0.14843816,-0.10285871,-1.1614711,-0.22584778,-0.14278704,-0.13377857,-0.24648254,-0.10149344,-0.63985556,-0.77467436,-0.1688228,-0.9664417,-0.2641048,-0.18197845,-0.29183197,-0.17243433,-0.14275505,-0.16757472,-0.17891178,3.0121965,-0.12028474,-0.13816561,-0.12374772,0.7890087,-0.53648156,-0.18118572,-0.2670545,-0.13669781,-0.29225862,1.9174626,-0.2819066,0.9663785,-0.1818589,-0.13499182,1.0100352,-0.5239466,-0.1570837,-0.23488352,-0.1288605,-0.23966174,-0.14323258,-0.31146678,-0.37092605,-0.6364299,-0.40401107,1.6229856,5.0448785,-0.6271308,-0.032910645,-0.36061075,-0.2465924,-0.48741436,-0.96835506,-0.3982844,-0.31551036,-0.9616404,1.6101884,-0.7024571,0.35998017,-0.4433454,-0.14084749,-0.091602236,-0.21518117,7.797867,-0.108695894,-0.7744625,-0.16334516,-0.160879,0.06743095,-0.16113873,1.6439552,-0.44394922,-0.1481,-0.14621122,-0.38350773,-0.2834826,-0.8878943,0.070986025,-0.3811323,-0.45657176,-0.27791497,-0.25451618,-0.13323087,-0.30822426,0.04230834,0.94502,0.68583417,-0.12686367,2.6541123,-0.09098424,-0.0762234,-0.2102157,-0.39815733,2.1938412,-0.19979209,-0.12944376,-0.26426506,-0.1343601,2.9825044,-0.09473648,-0.2756463,2.1425982,-0.1394344,-0.122837864,-0.4895534,-0.7434553,1.1483675,-0.3219363,-0.6232662,-0.13565758,-0.084681205,0.24634749,-0.18924734,0.5851785,-0.03800674,-0.1783066,3.1713164,-0.23682535,-0.1921467,-0.16326256,-0.072851434,-0.19664241,-0.104902744,-0.6226718,-0.053255875,-0.18033062,0.52081776,0.2520765,-0.29549482,-0.33229804,-0.068888985,0.18119937,-0.62522,-0.30871192,-0.6360523,-0.3653357,-0.49530634,-0.17356902,0.37706524,-0.09827855,-0.2636307,-0.5264709,-0.30309296,-0.22250374,-1.7503535,1.6768686,-0.5266768,-0.28988162,-0.052701496,0.0065673986,-0.17649053,0.9110816,-0.39668053,1.4079489,-0.10819188,-0.18907788,-0.29672047,0.31940114,0.23267563,-0.34272042,-0.17967562,0.16883875,-0.14328969,-0.19841684,-0.2403649,-0.22314088,-0.2358877,-0.09320213,-0.2524811,2.8818848
